filename,Sharp corner,Unlabeled,gap
111_jpg.rf.7d0bd88c26dbd18c527872d39cbb4907.jpg,0,0,1
248_jpg.rf.3f74115552d8488639fc4419d91ea694.jpg,0,0,1
124_jpg.rf.e76dad66b121d3b3cba872526f85e048.jpg,0,1,0
195_jpg.rf.3b7f0f3e56dae2b6aa7dd426f1f4fff8.jpg,0,1,0
159_jpg.rf.9502b724cd9bae89d50dc49bbafb5320.jpg,0,0,1
29_jpg.rf.def87ccad28b559a3700579311e3c2e8.jpg,0,1,0
163_jpg.rf.980f7664872fee21b6068cc00f8d0108.jpg,0,0,1
168_jpg.rf.93715dfe50acfe2af0f4da72126209e3.jpg,0,0,1
162_jpg.rf.87ac0f9e3fdae2e728c3136b8a06b7d4.jpg,1,0,0
182_jpg.rf.b62cff6874b43884b756f196e0311399.jpg,1,0,0
89_jpg.rf.61ad2185c597f937608754fc29fec334.jpg,1,0,0
224_jpg.rf.aa85b3f0e914f37a31a510ba8380ee6f.jpg,0,0,1
240_jpg.rf.30bcd17248260ff1ae5479698107d52e.jpg,0,1,0
5_jpg.rf.47920f8e542c0d19465f273f7c6678d9.jpg,0,1,0
194_jpg.rf.ccdd8ecf54413babd10ba2f7d62adeeb.jpg,0,1,0
18_jpg.rf.4f5b36be90ecd73cae866ce238b34f20.jpg,0,1,0
42_jpg.rf.e77a19c0440f1d252b8e5a86d65cce0a.jpg,0,1,0
258_jpg.rf.6d57951261b5b2cc51f2f0bd78697c8b.jpg,1,0,0
79_jpg.rf.72bfd8caa257a9a9023d0f76afa18fc9.jpg,1,0,0
306_jpg.rf.c03b8eebbcf2aa7388db66d09dea93e1.jpg,1,0,0
212_jpg.rf.8daaa033928a0cb660da6fe4a2d55f8e.jpg,0,1,0
214_jpg.rf.e7299c56337a07bde74387e1312000c7.jpg,0,0,1
37_jpg.rf.4632faa8234bbceeb8952f7d2fbd3bca.jpg,0,1,0
270_jpg.rf.b87befb8fb638087504f265d4f17f025.jpg,1,0,0
345_jpg.rf.dcd815797b4c831e698fd240f6b02e6f.jpg,1,0,0
41_jpg.rf.e5c849a5b6128b26ea37b106ba7074c2.jpg,0,1,0
335_jpg.rf.e4407deda29549d1bb716188703cfb5a.jpg,0,0,1
352_jpg.rf.918cbb983a0d380bb5bf6a00bc390733.jpg,1,0,1
244_jpg.rf.14e0f8e527f410f13388aff5ce7b034c.jpg,1,0,0
209_jpg.rf.a1c0fef4918440e79f824181c9ffe821.jpg,0,1,0
83_jpg.rf.ece98bd3e584567a60d47da17562bf50.jpg,1,0,0
355_jpg.rf.fc92a259beb1f2482e26e72d44783313.jpg,0,1,0
121_jpg.rf.8f33b1decc6be55cdc29bd66fbdcb6e1.jpg,1,0,0
223_jpg.rf.7b89a7916df40e05fcfcd5fa6a11e8ef.jpg,1,0,1
61_jpg.rf.79014507ef5641dfad546313c9b121f4.jpg,1,0,0
20_jpg.rf.cee60d1174cb80e14b5142216c8eede7.jpg,0,1,0
31_jpg.rf.f0fb0bdc67c1541ddbfc2c77c15f22e7.jpg,0,0,1
319_jpg.rf.63625d7eea0c6775a54886660704213a.jpg,1,0,1
146_jpg.rf.0473b32af546135c5730c70cc3ff49cf.jpg,1,0,1
141_jpg.rf.5d13c05d88f6161936e2d0aa8e884594.jpg,1,0,0
311_jpg.rf.fcd04e854c47dd5677a0895792ba546d.jpg,1,0,0
233_jpg.rf.9304caf2f9020fd28947dc50634f8680.jpg,0,0,1
296_jpg.rf.ad45128c363577663005acb92a6aa631.jpg,0,0,1
143_jpg.rf.409db573544f1e7371fdbc3d58d0b573.jpg,0,1,0
85_jpg.rf.7509569666574cfa64a225601dc5c676.jpg,1,0,0
287_jpg.rf.a2d908dc34808f4eae8045c23c84d1b6.jpg,0,0,1
252_jpg.rf.9e94aa81bb7c3fd3e2d6e667ab131caf.jpg,1,0,0
265_jpg.rf.8fd1dc648a9ffed675fbfe4550b63065.jpg,1,0,1
110_jpg.rf.cb90a496782e731efee9b3934f952025.jpg,0,0,1
356_jpg.rf.14ea6d6940132749bbdd0517e232f40a.jpg,1,0,0
286_jpg.rf.5c5875b3d12d247f9754269b6efa4ba2.jpg,0,1,0
302_jpg.rf.8447f4ffe80bb83171203c76b4230dae.jpg,0,1,0
207_jpg.rf.2534be29364cbbfcb5bf207abc922287.jpg,0,0,1
58_jpg.rf.b804aed05308b7bae583378561933761.jpg,0,0,1
160_jpg.rf.f1ebaf2ac05113daa4424ef339c0a8ac.jpg,0,1,0
342_jpg.rf.3bf6d383202105c419064210a0707494.jpg,0,0,1
19_jpg.rf.2b2f3c1cc5c9b852acb49cffee1554cd.jpg,0,0,1
140_jpg.rf.67445c98a77851f75ac214ba886be3c5.jpg,0,1,0
63_jpg.rf.552d36babc5b1b43d4e03e35dd605b0b.jpg,0,1,0
263_jpg.rf.a5e87aa444306ee2f2ff4c768c81330a.jpg,1,0,0
44_jpg.rf.df3f39eca7150273f336e55383ea2e3a.jpg,0,0,1
2_jpg.rf.7bb427fe6e4b37c5ee65bbd3c7cc5bd0.jpg,1,0,0
120_jpg.rf.d64fccb51cf24a9512a3d007107bbaec.jpg,1,0,0
317_jpg.rf.06864b0d2433e5cf6f87a8447af26788.jpg,1,0,1
227_jpg.rf.468423e3b763d1267ee3b0b2740b7cdf.jpg,1,0,1
128_jpg.rf.1b621c1b08de08caa47e8cf3c41824d5.jpg,1,0,0
279_jpg.rf.3365e857b67ab1cabba13a144e4ba872.jpg,1,0,0
312_jpg.rf.3f14b8d4fddb05bdc4ffb61ffa9b6e53.jpg,1,0,0
150_jpg.rf.997dd1a6ebd06822524f10758a5f1b00.jpg,0,0,1
113_jpg.rf.07e68777b93f8ec5dc2bd92d360aa775.jpg,1,0,1
48_jpg.rf.9fa1320f09b3d8523068901f49ad6717.jpg,0,1,0
59_jpg.rf.ad478df2a642d8819fb6e0af9c95b313.jpg,0,1,0
300_jpg.rf.40d8d03d1bae7242ac5ea32aa3c5f105.jpg,0,0,1
226_jpg.rf.b90eb532bc846bf870e4aa8ec3ada0f3.jpg,1,0,1
98_jpg.rf.89d59a9a12a37599bc60ad17175a1b97.jpg,0,1,0
68_jpg.rf.b35d93802e4e3297aea9013fa46279b7.jpg,0,0,1
196_jpg.rf.e0c205e2534bcf16ad505aace69c6f07.jpg,1,0,0
99_jpg.rf.904561bb51c3c2e571e2155399bf5f82.jpg,1,0,1
322_jpg.rf.2826569cdcb7e88c9e2146d4a0b0fd00.jpg,0,1,0
106_jpg.rf.3a795f6056f1a53ddd52e5456ca82b3f.jpg,1,0,0
100_jpg.rf.7120b180c02b71d83f8b4aa91c094e03.jpg,1,0,1
123_jpg.rf.8bf37b19576e7cec09a968f25be0ba5c.jpg,0,1,0
358_jpg.rf.8c119d2ce75723f02b794f6e908071b5.jpg,0,1,0
103_jpg.rf.33dac7d64d87f6b7c2d2cc5594a1e592.jpg,1,0,0
170_jpg.rf.60e926bd3a6e735aebc4dd080fd511e0.jpg,0,0,1
138_jpg.rf.4c515fe8d4b8b6337d70af5f088e71de.jpg,1,0,1
88_jpg.rf.afbd38f7b76502164de004d3f040e86d.jpg,1,0,1
309_jpg.rf.4cde4c4c4ef86aff298df48e29683f33.jpg,0,1,0
52_jpg.rf.b363476ed4e0fb56d8552873d15d6a59.jpg,0,1,0
136_jpg.rf.5f7f7cd9f4499678197177a364ca3189.jpg,0,0,1
15_jpg.rf.6a208aeb0d22c0d30281286f203267dd.jpg,1,0,0
157_jpg.rf.3133e97c08d3c89ae0fa495afe90cdbc.jpg,0,0,1
116_jpg.rf.23863a6cd8944f1aa68ee32341a01ce6.jpg,1,0,0
291_jpg.rf.9b7a50ae713b435eb3659abeb03b8c8f.jpg,0,0,1
69_jpg.rf.2900e5e8d516723a788bbb51c41d605b.jpg,0,1,0
135_jpg.rf.3aac86b443c742a88ce299fe2ace832d.jpg,0,1,0
16_jpg.rf.0aeffb4648070767270a50a15667c073.jpg,0,1,0
62_jpg.rf.ee28cbacfea15c898802549c2042947e.jpg,0,0,1
155_jpg.rf.a7ece4702653dc6771bb536b94e268b7.jpg,0,1,0
341_jpg.rf.f2657bb80bc0b12b63640ad525c37c9a.jpg,1,0,1
139_jpg.rf.af330e6e0a7250ed5012a699cfc980ff.jpg,1,0,1
56_jpg.rf.186de90000719116b97711f9c0aa7a3d.jpg,0,1,0
158_jpg.rf.dfc98f301f6a7bc8fbc8827b4c434daf.jpg,0,0,1
310_jpg.rf.19de3bc3333e4239f706270cecff4495.jpg,1,0,0
27_jpg.rf.271ab5a3047b1ae6ec583283e03ce786.jpg,1,0,1
108_jpg.rf.28e8f7142818293bcfb78205ba797939.jpg,1,0,1
211_jpg.rf.30f96f2339d9f002b5b460309f11db38.jpg,1,0,0
318_jpg.rf.26323b9562d6b37063a9c2334197499c.jpg,0,0,1
298_jpg.rf.71ee7469a6c8a67d496f72135d2985c7.jpg,0,0,1
183_jpg.rf.1e91ea8937d9b79c51da9a5ef7113a2c.jpg,1,0,0
231_jpg.rf.810b45eda214100e2b8aa753e548c17b.jpg,1,0,0
293_jpg.rf.2e6c320a4cbc02c001d31d8eb2842e69.jpg,0,1,0
349_jpg.rf.53907abe2385ecb556fdf32b358f52e0.jpg,0,0,1
289_jpg.rf.4b1963bdab19714905899ba1e93dfe28.jpg,1,0,0
74_jpg.rf.e3e3b7c858ac544bc90ba718ea486171.jpg,1,0,0
274_jpg.rf.cf3f16f97c59e6ea56077601cf3a6aa6.jpg,1,0,0
192_jpg.rf.61033d2c8d11aa9f1cf55f256c798600.jpg,0,0,1
167_jpg.rf.c1eb69b59d2454a066349eb01459b849.jpg,0,0,1
92_jpg.rf.800b6ccc06dc2a305b2df7c731239a51.jpg,0,1,0
215_jpg.rf.f1c9ff9eb82defb219af37b6466f8aed.jpg,0,1,0
93_jpg.rf.b5fb434e9d2781cc6833cc7d398cf3ac.jpg,0,1,0
303_jpg.rf.13be280d422a120d72bf92d79973444f.jpg,0,1,0
65_jpg.rf.410df3f4c22a005d833bf3877ca4efd3.jpg,0,1,0
25_jpg.rf.81295ec6020e09a1e246aedaa1c516b9.jpg,0,0,1
70_jpg.rf.a00bd8dd851a516629887f915f1cb791.jpg,1,0,0
228_jpg.rf.f11ff78c130ee08f972c6a07ce09dd2d.jpg,1,0,0
325_jpg.rf.1c574e6203d03439dec0cbd8403a58ff.jpg,0,1,0
